label,point
3140b1,"(54, 659)"
3140b2,"(77, 157)"
3140c1,"(25, 157)"
3140d1,"(-3, 5)"
3140e1,"(-2, 1)"
3143a1,"(-1, 3)"
3143a2,"(6, 17)"
3144b1,"(4, 12)"
3146a1,"(243/4, 5081/8)"
3146f1,"(-333, 5990)"
3146g1,"(-4, 34)"
3146h1,"(787, 21568)"
3146i1,"(25, 48)"
3146i2,"(487, 9981)"
3146j1,"(3, -13)"
3146k1,"(-20, 14)"
3146k2,"(26, 51)"
3146l1,"(95/4, 873/8)"
3146l2,"(-12, 127)"
3146l3,"(142, -192)"
3146m1,"(-71, -86)"
3146n1,"(54, 215)"
3146n2,"(164, 2580)"
3150a1,"(5, -4)"
3150a2,"(-5, 16)"
3150b1,"(9, 58)"
3150b2,"(-1, 263)"
3150b3,"(-91, 58)"
3150b4,"(179, 598)"
3150h1,"(51/4, 249/8)"
3150h2,"(1507/4, 53897/8)"
3150i1,"(50, 871)"
3150i2,"(194, 6903)"
3150j1,"(-2, 4)"
3150j2,"(-7, 4)"
3150n1,"(15, -291)"
3150n2,"(573, -291)"
3150o1,"(-21, 123)"
3150o2,"(-42, 84)"
3150o3,"(-167, 84)"
3150o4,"(99, 738)"
3150p1,"(219, 2928)"
3150q1,"(-131, 128)"
3150q2,"(270, -6309)"
3150r1,"(53, 159)"
3150x1,"(13, -55)"
3150y1,"(-121, 5660)"
3150y2,"(-91, 6170)"
3150z1,"(-1, -140)"
3150z2,"(79, 20)"
3150ba1,"(169, -2785)"
3150bb1,"(-49/4, 295/8)"
3150bb2,"(-145/4, 199/8)"
3150bf1,"(-91, 495)"
3150bf2,"(-171, 335)"
3150bf3,"(-271, 18135)"
3150bf4,"(-657, 335)"
3150bf5,"(459, 7895)"
3150bf6,"(-1089/4, 144835/8)"
3150bf7,"(-1953/4, 105955/8)"
3150bf8,"(30413/16, -5703885/64)"
3150bg1,"(-27, -2579)"
3150bh1,"(3, 5)"
3150bh2,"(-33/4, 715/8)"
3150bi1,"(-11, -170)"
3150bi2,"(-51, 1150)"
3150bi3,"(-141, 520)"
3150bi4,"(591/4, 27755/8)"
3150bi5,"(4591/4, 7055/8)"
3150bi6,"(687/4, 32843/8)"
3150bq1,"(-7, -60)"
3150bq2,"(113, -1380)"
3150br1,"(3, 25)"
3150br2,"(75, -542)"
3154c1,"(23, 7)"
3155a1,"(5/4, 21/8)"
3155b1,"(406, 8192)"
3155b2,"(2498029/6084, -3841225361/474552)"
3155b3,"(632178918294143557/561153465387684, 269924495074018983501791363/13292983750152991441752)"
3157a1,"(3, 3)"
3158d1,"(5, 9)"
3159c1,"(20, 42)"
3159d1,"(32, 68)"
3159e1,"(121/4, 1257/8)"
3159f1,"(4, 6)"
3160b1,"(3, 2)"
3160c1,"(-19, 5)"
3160c2,"(60, 400)"
3160d1,"(35, 208)"
3160d2,"(145/4, 1599/8)"
3163a1,"(1, 1)"
3165b1,"(28, 538)"
3165b2,"(112, 4331)"
3165b3,"(218, 1453)"
3165b4,"(1167, 1886)"
3165c1,"(-1547/36, 5167/216)"
3165d1,"(-45, 337)"
3166c1,"(-2, 5)"
3168a1,"(8, 6)"
3168a2,"(-4, 12)"
3168b1,"(96, 918)"
3168b2,"(-20, 44)"
3168c1,"(19, 16)"
3168c2,"(22, 40)"
3168d1,"(-5, 8)"
3168d2,"(22, 116)"
3168l1,"(-8, 44)"
3168m1,"(68, 540)"
3168m2,"(1385/16, 21195/64)"
3168m3,"(29, 54)"
3168m4,"(146, 1782)"
3168p1,"(13, 8)"
3168p2,"(-2, 44)"
3168q1,"(5, 4)"
3168q2,"(-2, 12)"
3168r1,"(-1, 4)"
3168r2,"(2, 10)"
3168s1,"(180, 1782)"
3168s2,"(1618/9, 48158/27)"
3168t1,"(12, 4)"
3168u1,"(5, 20)"
3168u2,"(-79/4, 335/8)"
3168u3,"(22, 180)"
3168u4,"(-11, 54)"
3168v1,"(20, 90)"
3168v2,"(-19, 27)"
3170a1,"(2248/9, 100948/27)"
3170b1,"(1, 1)"
3171a1,"(5, 7)"
3171c1,"(-35/4, 449/8)"
3172a1,"(22889/100, 669963/1000)"
3172a2,"(511561/4900, 1186887309/343000)"
3172b1,"(-2, 3)"
3172b2,"(11, 42)"
3174d1,"(251, 3048)"
3174d2,"(872, 17814)"
3174d3,"(11997/16, 1399513/64)"
3174d4,"(-17069/36, 1852873/216)"
3174e1,"(19, 62)"
3174g1,"(111, 1183)"
3174g2,"(-19583/576, 3068285/13824)"
3174g3,"(33604939/33124, -183382387313/6028568)"
3174g4,"(-201/4, 22415/8)"
3175a1,"(-3, 12)"
3175a2,"(72, 512)"
3175b1,"(37/4, 21/8)"
3179a1,"(-28, 144)"
3179a2,"(1197/4, 29763/8)"
3179b1,"(25/4, 143/8)"
3179c1,"(28, 144)"
3179c2,"(333/4, 3753/8)"
3179c3,"(298301765/7396, 5148525445821/636056)"
3179g1,"(577/4, 15275/8)"
3184a1,"(1, 1)"
3185d1,"(6, -16)"
3185f1,"(20, 63)"
3185g1,"(416, 3854)"
3186h1,"(-3, 31)"
3186i1,"(-867/49, 3037/343)"
3186j1,"(63, -2)"
3186k1,"(0, 2)"
3186s1,"(143/4, -137/8)"
3186t1,"(9, 54)"
3186u1,"(45, 213)"
3186v1,"(-3, 3)"
3190c1,"(20, 162)"
3190c2,"(-85, 812)"
3190c3,"(3565/16, 198113/64)"
3190c4,"(-1667/9, 12343/27)"
3192d1,"(22, 784)"
3192d2,"(106, 6804)"
3192e1,"(15, 49)"
3192e2,"(34, 84)"
3192g1,"(-1276, 912)"
3192g2,"(15531, -1916910)"
3192h1,"(1, -21)"
3192h2,"(-16, 108)"
3192i1,"(14, 60)"
3192i2,"(-9, 42)"
3192i3,"(-21, 18)"
3192i4,"(4, 216)"
3192k1,"(1, 9)"
3192k2,"(0, 14)"
3192l1,"(-2, 32)"
3192l2,"(5, 60)"
3192m1,"(4301, 281199)"
3192m2,"(396, 2546)"
3192n1,"(-8, 6)"
3192n2,"(45, 168)"
3192n3,"(501, 10776)"
3192n4,"(397/9, 4600/27)"
3192o1,"(-5, 3)"
3192o2,"(10, -42)"
3192p1,"(6, 6)"
3192p2,"(-8, 36)"
3195b1,"(-1, 4)"
3195b2,"(-16, 139)"
3195c1,"(35/4, 73/8)"
3195c2,"(1235/4, 41857/8)"
3195c3,"(462875/1444, 273891163/54872)"
3195c4,"(-105/4, 2803/8)"
3195d1,"(2, 21)"
3195d2,"(9, 137)"
3197a1,"(-3/4, 5/8)"
3198c1,"(1, -7)"
3198e1,"(-7, 16)"
3198f1,"(-4, -106)"
3199b1,"(-9/4, 15/8)"
3199b2,"(4125/16, 256353/64)"
3200a1,"(-5, 25)"
3200a2,"(16, 36)"
3200b1,"(-1, 4)"
3200c1,"(1, 2)"
3200d1,"(3, 4)"
3200e1,"(22, 75)"
3200e2,"(11, 372)"
3200f1,"(648037/4356, -497820475/287496)"
3200f2,"(6812/121, 324375/1331)"
3200g1,"(-111/25, 438/125)"
3200g2,"(52, 375)"
3200h1,"(19, 34)"
3200h2,"(-7, 200)"
3200i1,"(-1, 14)"
3200i2,"(-2, 25)"
3200j1,"(8, 25)"
3200j2,"(-11, 4)"
3200k1,"(26266/81, -4243814/729)"
3200y1,"(33, 200)"
3200z1,"(7, 32)"
3200ba1,"(17, 100)"
3200bb1,"(6, 4)"
3201b1,"(2, 0)"
3201b2,"(10, 11)"
3201c1,"(-91/4, 1327/8)"
3201f1,"(-1, 5)"
3201f2,"(10, 7)"
3201g1,"(-1, -17)"
3201h1,"(7, 10)"
3201h2,"(40, -17)"
3202a1,"(-1, 10)"
3202a2,"(1, 14)"
3204b1,"(24, 54)"
3204c1,"(2, 16)"
3205b1,"(43/4, 3593/8)"
3205b2,"(46, 59)"
3205b3,"(-78, 726)"
3205b4,"(171, 2059)"
3205c1,"(14, -6)"
3206c1,"(72, 412)"
3206d1,"(2, 2)"
3206e1,"(-121, 788)"
3206e2,"(-859769/900, 13091789/27000)"
3210c1,"(-5, 5)"
3210c2,"(63, 253)"
3210c3,"(705, 17659)"
3210c4,"(565/9, 6853/27)"
3210d1,"(-57/4, 63/8)"
3210d2,"(103/4, 223/8)"
3210f1,"(12, 3)"
3210f2,"(-8, -77)"
3210g1,"(-180, -810)"
3210g2,"(-20, 1630)"
3211a1,"(17, 84)"
3211a2,"(56, 253)"
3211a3,"(2773, 144748)"
3212b1,"(28, 146)"
3213a1,"(-2, 1)"
3213b1,"(352, 7031)"
3213g1,"(82, 1011)"
3213n1,"(16, 68)"
3213o1,"(1472, 9574)"
3213q1,"(385/4, 13/8)"
3213r1,"(-1479/4, 52839/8)"
3213r2,"(-1887/4, 21605/8)"
3213s1,"(17, 87)"
3213t1,"(14, -24)"
3214a1,"(40, 236)"
3216e1,"(5, 22)"
3216f1,"(-6, 30)"
3216f2,"(844, 24480)"
3216f3,"(21234/25, 3039498/125)"
3216f4,"(7594/9, -661130/27)"
3216g1,"(19, -18)"
3216h1,"(11, 36)"
3220b1,"(99, -1150)"
3220d1,"(645, 18515)"
3222c1,"(15, -3)"
3222c2,"(513/49, 99/343)"
3222d1,"(48, 300)"
3222e1,"(38918183/27556, 184043438157/4574296)"
3222e2,"(672526904141951/476185563844, 13220951449900985880321/328597562557318328)"
3222f1,"(41, 267)"
3222g1,"(23, 24)"
3222h1,"(-97, 453)"
3222h2,"(27, 101)"
3222h3,"(-3699/25, 45111/125)"
3222h4,"(3249, 183755)"
3222i1,"(-7, 12)"
3222i2,"(5, 24)"
3224a1,"(11, 62)"
3224b1,"(6, -2)"
3224c1,"(58, -403)"
3225a1,"(33, 148)"
3225a2,"(1908, 82648)"
3225f1,"(18, -38)"
3225g1,"(7, 34)"
3225g2,"(-13, -106)"
3225h1,"(3877/4, 151571/8)"
3226a1,"(1, 1)"
3228b1,"(-3, 6)"
3229a1,"(-2, 1)"
3230a1,"(-7, 13)"
3230a2,"(-23, 13)"
3230d1,"(-145, 172)"
3230d2,"(463, 7268)"
3231c1,"(-4, 3)"
3231d1,"(-8, 4)"
3231e1,"(-6, 25)"
3231e2,"(18, 4)"
3232a1,"(-2, 30)"
3232a2,"(5, 12)"
3232d1,"(1, 4)"
3233a1,"(136, 387)"
3234a1,"(126, 1345)"
3234f1,"(-4, 24)"
3234f2,"(38, 45)"
3234g1,"(-1, 347)"
3234g2,"(153, -115)"
3234j1,"(69, 97)"
3234j2,"(755, 12102)"
3234k1,"(-10, 78)"
3234k2,"(18, 211)"
3234l1,"(55, -412)"
3234p1,"(57, -623)"
3234p2,"(-113, 399)"
3234p3,"(375/4, 7607/8)"
3234p4,"(1943/4, -525/8)"
3234v1,"(22, -143)"
3234v2,"(-10, -2263)"
3235c1,"(3, 2)"
3238b1,"(14, 57)"
3238c1,"(0, 4)"
3240a1,"(-18, 2)"
3240b1,"(6, 10)"
3240c1,"(-6, 18)"
3240d1,"(12, -450)"
3240e1,"(0, 2)"
3245a1,"(1495/4, 56321/8)"
3245a2,"(21, 14)"
3245c1,"(5, 6)"
3245c2,"(-11, 11)"
3245d1,"(2, -6)"
3248a1,"(277/4, 4611/8)"
3248a2,"(-16, 24)"
3248b1,"(58, 172)"
3248b2,"(-110, 4)"
3248j1,"(4, 14)"
3248k1,"(58, -406)"
3248k2,"(34, -686)"
3248l1,"(110, 812)"
3248l2,"(622, 13524)"
3248m1,"(-2, 14)"
3249c1,"(133, 1624)"
3249c2,"(817/4, 3245/8)"
3249c3,"(386593/196, 95931851/2744)"
3249d1,"(6, 15)"
3249d2,"(4512/49, 60150/343)"
3249e1,"(-1397/36, 33071/216)"
3249e2,"(-34/49, 358679/343)"
3249e3,"(2, 8504)"
3249e4,"(3155/4, 178789/8)"
3249f1,"(247, 4873)"
3249g1,"(152, 1624)"
3251a1,"(4, -1)"
3254a1,"(70, -547)"
3255b1,"(328, 1996)"
3255b2,"(44187/4, -9287907/8)"
3255c1,"(-8, 11)"
3255c2,"(-22, 88)"
3255c3,"(87/4, 2699/8)"
3255c4,"(12, -194)"
3255d1,"(25856/289, 588935/4913)"
3255d2,"(202, 2236)"
3255d3,"(-102, 1398)"
3255d4,"(4861/25, 297644/125)"
3255d5,"(-257, 623)"
3255d6,"(-8, 1691)"
3256a1,"(5, 12)"
3258a1,"(-1, 2)"
3258b1,"(8, 22)"
3258b2,"(-14, 34)"
3258e1,"(-7, 8)"
3258f1,"(3, 5)"
3258g1,"(-9, 9)"
3258g2,"(9, 135)"
3258j1,"(31, 848)"
3258k1,"(17, -36)"
3258l1,"(75/4, 513/8)"
3259a1,"(1, 1)"
3259b1,"(5, 1)"
3261a1,"(2, -1)"
3262a1,"(-3, 5)"
3262a2,"(-7, 5)"
3262e1,"(11, 24)"
3262e2,"(-15, 14)"
3264a1,"(72, 27)"
3264a2,"(-77, 1292)"
3264a3,"(-120, 987)"
3264a4,"(26888/49, -4958829/343)"
3264b1,"(-8, 3)"
3264b2,"(24, 99)"
3264c1,"(24, 9)"
3264c2,"(19, 68)"
3264d1,"(4, 7)"
3264e1,"(2, 1)"
3264e2,"(26, 97)"
3264p1,"(14, 51)"
3264u1,"(4, 1)"
3264v1,"(11, 36)"
3264v2,"(-5, 72)"
3264v3,"(-8, -51)"
3264v4,"(63, 200)"
3264w1,"(5, 12)"
3264w2,"(-9, 48)"
3264x1,"(-75, 12)"
3264x2,"(247, -3264)"
3264x3,"(-171, 2508)"
3264x4,"(583, 16896)"
3264y1,"(6, 27)"
3264z1,"(0, 3)"
3264z2,"(8, 3)"
3267d1,"(33/4, 117/8)"
3267d2,"(1089/4, 34965/8)"
3267d3,"(66, 544)"
3267d4,"(121, 302)"
3267e1,"(18, 65)"
3267f1,"(490, 10429)"
3267g1,"(-30, 75)"
3267h1,"(4, -7)"
3267i1,"(58, 515)"
3267j1,"(2409/4, 116519/8)"
3267k1,"(11, 60)"
3269a1,"(2, -1)"
3270a1,"(-10, 29)"
3270a2,"(-11, 28)"
3270a3,"(-28, 19)"
3270a4,"(9, 68)"
3270d1,"(-23, 131)"
3272a1,"(-2, 30)"
3272a2,"(-26/9, 730/27)"
3275a1,"(3, -13)"
3276a1,"(11, 42)"
3276a2,"(-10, 30)"
3276b1,"(16, -91)"
3276b2,"(-33, 54)"
3276c1,"(-2, 91)"
3276c2,"(-9, 378)"
3276d1,"(31, 182)"
3276d2,"(-18, 42)"
3276e1,"(88, 567)"
3276e2,"(-137, 54)"
3276f1,"(39, 266)"
3276f2,"(273/4, 95/8)"
3278c1,"(55, 324)"
3278e1,"(-70, 547)"
3280f1,"(-2, 10)"
3280f2,"(5, 48)"
3280f3,"(225/4, 231/8)"
3280f4,"(10, 78)"
3280g1,"(157, 820)"
3280g2,"(-233, 1230)"
3280h1,"(18, 30)"
3280h2,"(370, 7134)"
3280i1,"(2, -40)"
3280i2,"(4, -50)"
3280j1,"(-30, 30)"
3280j2,"(250, 1230)"
3280j3,"(10, 1110)"
3280j4,"(-422/9, 11026/27)"
3280k1,"(-4, 10)"
3280k2,"(-12, 2)"
3282b1,"(-9, 40)"
3282b2,"(729, 19327)"
3283e1,"(69/4, 143/8)"
3288a1,"(26, 72)"
3288b1,"(1, 3)"
3288e1,"(108, 274)"
3288f1,"(-2, 6)"
3290a1,"(6, 9)"
3290a2,"(36, -36)"
3290b1,"(214, 2245)"
3290b2,"(887, 25712)"
3290e1,"(-6, 35)"
3290e2,"(44, 335)"
3290e3,"(217, 2387)"
3290e4,"(7807/36, 515867/216)"
3290f1,"(-7, 8)"
3290f2,"(3, 40)"
3290f3,"(-55, 732)"
3290f4,"(97, 980)"
3291a1,"(4, 7)"
3291c1,"(-7, 84)"
3293a1,"(9, -6)"
3293b1,"(-719/100, -429/1000)"
3294a1,"(-13, 37)"
3294d1,"(-908, 7870)"
3294e1,"(6, -1)"
3294f1,"(-2, -8)"
3294g1,"(-3899/25, 9686/125)"
3294g2,"(-171, 277)"
3294h1,"(-19, 10)"
3294i1,"(-1, 2)"
3294j1,"(25, 109)"
3295a1,"(16, 62)"
3295b1,"(-11/9, 1549/27)"
3295c1,"(0, 2)"
3300d1,"(7, -25)"
3300d2,"(-14, 22)"
3300e1,"(602, 14850)"
3300e2,"(-167, 814)"
3300e3,"(782, 8850)"
3300e4,"(81253/4, 22976075/8)"
3300f1,"(-8, 275)"
3300j1,"(9, -66)"
3300k1,"(43, 225)"
3300k2,"(168, 1650)"
3300l1,"(-7, -225)"
3300l2,"(92, 198)"
3300q1,"(-23, 33)"
3300q2,"(32, 198)"
3300r1,"(3, -15)"
3300r2,"(-8, -18)"
3302c1,"(40, 234)"
3302d1,"(22, -63)"
3302e1,"(18, -22)"
3306d1,"(-11, 53)"
3306d2,"(-40, 24)"
3306g1,"(-3, 9)"
3306g2,"(-41/4, 43/8)"
3308a1,"(3, 2)"
3309a1,"(2, 1)"
3310a1,"(3, 0)"
3310c1,"(7, 16)"
3311a1,"(153/16, 2075/64)"
3311c1,"(155/4, 1693/8)"
3311c2,"(2083/36, 5119/216)"
3312d1,"(113, 360)"
3312d2,"(299, 2430)"
3312e1,"(1192, 41147)"
3312f1,"(3, -18)"
3312f2,"(-17, 46)"
3312g1,"(23999/169, 3520440/2197)"
3312g2,"(557, 13104)"
3312g3,"(-85, 378)"
3312g4,"(41, 144)"
3312h1,"(0, 5)"
3312i1,"(14, 54)"
3312i2,"(-13, 18)"
3312k1,"(45, 300)"
3312k2,"(-6, 6)"
3312l1,"(31, 162)"
3312l2,"(55, 54)"
3312m1,"(2, 7)"
3312m2,"(146, 1757)"
3312n1,"(13, 288)"
3312n2,"(143, 506)"
3312n3,"(7, 702)"
3312n4,"(1543, 59202)"
3312o1,"(-1, 54)"
3312o2,"(15, 230)"
3312p1,"(-1, 54)"
3312p2,"(-9, 230)"
3312p3,"(143, 90)"
3312p4,"(113, 72)"
3313a1,"(1, -2)"
3314a1,"(2, 1)"
3314b1,"(104, 1002)"
3314b2,"(10162110/169, 32328589574/2197)"
3315c1,"(6830329/12544, 25947579701/1404928)"
3315c2,"(1848, 60956)"
3315c3,"(-27619/16, 1651963/64)"
3315c4,"(649083/196, 90667639/2744)"
3315f1,"(-3, 3)"
3315f2,"(7, -23)"
3318c1,"(2524, 108498)"
3318c2,"(-793, 8114)"
3318d1,"(-10, 18)"
3318d2,"(-34, 18)"
3318e1,"(-2, 5)"
3318e2,"(0, 7)"
3320a1,"(12, 40)"
3320b1,"(74, 625)"
3321a1,"(-2, 21)"
3322c1,"(67, 500)"
3324b1,"(2, 14)"
3324b2,"(5/4, 91/8)"
3325a1,"(-17, 54)"
3325b1,"(7, 9)"
3325c1,"(677/4, 17571/8)"
3325g1,"(214, 3005)"
3325g2,"(-20, 38)"
3325g3,"(-76, 275)"
3325g4,"(34, -330)"
3325h1,"(10, -48)"
3325i1,"(0, 2)"
3328a1,"(0, 1)"
3328b1,"(5, 8)"
3328b2,"(101, 1016)"
3328c1,"(1, 2)"
3328j1,"(5, 16)"
3328k1,"(3, 2)"
3328k2,"(3, 26)"
3328l1,"(3, 8)"
3330a1,"(43, 316)"
3330c1,"(49, 286)"
3330c2,"(89, 105)"
3330f1,"(125, 275)"
3330f2,"(-44086/169, 14399/2197)"
3330f3,"(-4272421/4225, 138121528/274625)"
3330f4,"(-169, 5912)"
3330f5,"(1311, 19417)"
3330f6,"(17889/25, -4131872/125)"
3330g1,"(-3, 78)"
3330g2,"(-2, 149)"
3330g3,"(-16641/100, 2778507/1000)"
3330g4,"(300, 3945)"
3330h1,"(53, -4)"
3330i1,"(-49, 1037)"
3330i2,"(221, 722)"
3330j1,"(87, 564)"
3330n1,"(3, -7)"
3330n2,"(-13, 117)"
3330o1,"(395, 5352)"
3330p1,"(1, -16)"
3330q1,"(5, -39)"
3330z1,"(351/4, 5963/8)"
3330z2,"(111/4, 551/8)"
3330z3,"(-39, 379)"
3330ba1,"(291, -5141)"
3330ba2,"(147, 16)"
3333e1,"(-3, 1)"
3335a1,"(-122, 4687)"
3336d1,"(1, -3)"
3336e1,"(102, 20)"
3336f1,"(0, 12)"
3337a1,"(0, 1)"
3339a1,"(7, 13)"
3339b1,"(-9/4, 79/8)"
3339b2,"(8, 5)"
3339c1,"(6, 21)"
3339d1,"(25/4, 239/8)"
3339e1,"(83, 715)"
3339f1,"(13, -95)"
3340c1,"(-4, 10)"
3340c2,"(8, 42)"
3341a1,"(-1, 4)"
3341a2,"(-17/4, 19/8)"
3342a1,"(2, 0)"
3342b1,"(3, 254)"
3342c1,"(-2, 19)"
3344b1,"(96, 484)"
3344c1,"(12, 19)"
3344h1,"(11, 38)"
3344i1,"(58, 512)"
3345a1,"(3, -14)"
3345b1,"(103, 1093)"
3345c1,"(725/4, 16721/8)"
3346a1,"(-78564238337/484484121, 775119623201764/10663979987331)"
3346a2,"(-1139435/7569, -2598919411/658503)"
3347a1,"(-3/4, 7/8)"
3348b1,"(-18, 71)"
3348b2,"(-5, 62)"
3348c1,"(-26, 1)"
3348d1,"(40, 62)"
3348e1,"(-3, 31)"
3348f1,"(16, 62)"
3348g1,"(45, 279)"
3348h1,"(-2, 1)"
3349b1,"(-4, 0)"
3349c1,"(5, 0)"
3350a1,"(8, 8)"
3350b1,"(9, -17)"
3350c1,"(255/4, 3795/8)"
3354a1,"(-2, 3)"
3354a2,"(0, 43)"
3355a1,"(-11/4, 51/8)"
3355a2,"(19, 91)"
3355b1,"(7, 12)"
3360a1,"(-2, 10)"
3360a2,"(1, -12)"
3360b1,"(78, 44)"
3360b2,"(-563/4, 9273/8)"
3360b3,"(39813/121, -2186/1331)"
3360b4,"(1779, 74888)"
3360c1,"(2808, 148580)"
3360c2,"(-135627171/417316, -15953927/269586136)"
3360c3,"(-124, 238)"
3360c4,"(28080885/152881, -76101889514/59776471)"
3360d1,"(-2, 4)"
3360d2,"(25, 54)"
3360d3,"(13, 26)"
3360d4,"(19, 88)"
3360g1,"(-20, 140)"
3360g2,"(157, 1862)"
3360g3,"(24, 570)"
3360g4,"(-13, 168)"
3360h1,"(-10, 10)"
3360h2,"(25, -140)"
3360j1,"(6, 6)"
3360j2,"(11, 36)"
3360k1,"(26, -756)"
3360k2,"(69/4, -5103/8)"
3360k3,"(341, 504)"
3360k4,"(182, 2058)"
3360l1,"(0, 30)"
3360l2,"(-5, 60)"
3360m1,"(-2, 12)"
3360m2,"(23, 18)"
3360m3,"(-30, 30)"
3360m4,"(13, 72)"
3360n1,"(-5, 36)"
3360n2,"(-19, 20)"
3360n3,"(-20, 294)"
3360n4,"(9, 92)"
3360s1,"(-10, 12)"
3360s2,"(167, 2058)"
3360s3,"(-33, 108)"
3360s4,"(11, 54)"
3360z1,"(21, -210)"
3360z2,"(15, 150)"
3360z3,"(171, 90)"
3360z4,"(-29, -540)"
3362a1,"(-181040525/502681, -300237146405/356400829)"
3362a2,"(-375127975614357221/267887363580225, 2985417272000212508425303/4384583469868891334625)"
3362b1,"(-37, 284)"
3362b2,"(-6359/81, -65755/729)"
3362c1,"(-8, 6)"
3362c2,"(222, 3066)"
3363a1,"(43, 265)"
3363e1,"(2, 1)"
3365a1,"(2, 0)"
3365c1,"(125/4, 1/8)"
3366a1,"(7, 10)"
3366a2,"(41, -17)"
3366d1,"(57, 201)"
3366d2,"(87, 645)"
3366e1,"(3969, 234936)"
3366e2,"(-1095, 39792)"
3366e3,"(18703955817/2611456, 50295259097667/4220112896)"
3366e4,"(657633/64, 254800995/512)"
3366f1,"(-6, 23)"
3366f2,"(5, -52)"
3366g1,"(16, -76)"
3366g2,"(-9, 234)"
3366h1,"(-37, 95)"
3366h2,"(-88, 1124)"
3366h3,"(204, 1768)"
3366h4,"(-55, 1355)"
3366h5,"(1095, -190)"
3366h6,"(455, 5762)"
3366i1,"(-6, 12)"
3366i2,"(-23, 12)"
3366j1,"(183, 255)"
3366j2,"(382, 4737)"
3366j3,"(2065, -70)"
3366j4,"(-21, 17979)"
3366p1,"(-7, -41)"
3366p2,"(7, 95)"
3366q1,"(-37, 216)"
3366q2,"(371, 6348)"
3369a1,"(2, -5)"
3370a1,"(16, 54)"
3370c1,"(12, 39)"
3370c2,"(112, 1123)"
3370f1,"(18, 91)"
3374a1,"(286, 4705)"
3374a2,"(-13, 17)"
3376a1,"(-1, 2)"
3376b1,"(50, 348)"
3376d1,"(9, 32)"
3378a1,"(5, 5)"
3378b1,"(-2, 5)"
3378c1,"(17, -81)"
3378d1,"(22, -335)"
3380e1,"(1, 5)"
3380e2,"(-10, 5)"
3380f1,"(-22, 13)"
3380f2,"(-1523/9, 1/27)"
3380g1,"(0, 5)"
3380h1,"(117, 177)"
3380h2,"(334, 5070)"
3380i1,"(-12, 44)"
3380i2,"(43, 338)"
3380i3,"(-49, 5)"
3380i4,"(160, -1690)"
3380j1,"(0, -169)"
3381d1,"(2401/9, 105913/27)"
3381e1,"(-16, 171)"
3381f1,"(-6, 14)"
3381g1,"(371518/169, -228113517/2197)"
3381h1,"(13/4, 45/8)"
3381j1,"(39, 310)"
3381k1,"(85, 613)"
3381l1,"(-3, -93)"
3384d1,"(2, 18)"
3384d2,"(-1, 36)"
3384e1,"(394, -7614)"
3384f1,"(-118, 18)"
3384g1,"(-16, 18)"
3385a1,"(2, 2)"
3388c1,"(11, 14)"
3388c2,"(76, 686)"
3388d1,"(645, -18634)"
3388e1,"(-3, 1)"
3388e2,"(-4, 22)"
3390b1,"(1, 11)"
3391a1,"(0, 1)"
3392a1,"(-1, 8)"
3392b1,"(9, 24)"
3392c1,"(-1, 8)"
3392d1,"(51, 128)"
3392p1,"(119/25, 131072/125)"
3392p2,"(15, 27136)"
3392q1,"(77, 640)"
3392r1,"(-4, 21)"
3392r2,"(9, 24)"
3392s1,"(15, -64)"
3392s2,"(143, 1696)"
3392t1,"(10, -32)"
3393c1,"(90999/25, -27100057/125)"
3393d1,"(12, 175)"
3393e1,"(146, 1691)"
3393e2,"(-4, 20)"
3393f1,"(5, -5)"
3393g1,"(20, 67)"
3393g2,"(-8, 26)"
3393g3,"(26, 19)"
3393g4,"(5, 52)"
3394b1,"(0, 2)"
3395a1,"(661/9, 16678/27)"
3395b1,"(61/4, 183/8)"
3395c1,"(141/4, 621/8)"
3396a1,"(-1, 9)"
3397d1,"(8, 17)"
3399a1,"(-3, 13)"
3399a2,"(-11, 104)"
3400a1,"(-65, 200)"
3400a2,"(-66, 198)"
3400a3,"(-12986/121, -173538/1331)"
3400a4,"(-1946/81, 219142/729)"
3400b1,"(23, 100)"
3400c1,"(-7, 24)"
3400c2,"(42, 300)"
3400d1,"(20472/49, -1747600/343)"
3400d2,"(588, 11900)"
3402a1,"(-1, 4)"
3402b1,"(86, 597)"
3402i1,"(-7, 7)"
3402i2,"(-73/4, 83/8)"
3402j1,"(-14, 49)"
3402j2,"(-4, 66)"
3402m1,"(-7, 52)"
3402m2,"(-119, 4091)"
3402n1,"(5, 11)"
3402n2,"(11, 2)"
3402o1,"(-13, 20)"
3402o2,"(-83, 545)"
3402p1,"(11, 190)"
3402q1,"(5, 13)"
3402r1,"(-1, 2)"
3403b1,"(1, 1)"
3404b1,"(12, 37)"
3405c1,"(4, -8)"
3408d1,"(0, 6)"
3408d2,"(12, 30)"
3408f1,"(10, 30)"
3408f2,"(18, 10)"
3408g1,"(157540/81, -59007104/729)"
3408g2,"(154060/9, 60489728/27)"
3410a1,"(8, -32)"
3410a2,"(-9, 26)"
3410b1,"(27/4, 69/8)"
3411a1,"(6, -1)"
3414b1,"(2, -7)"
3416b1,"(-1, 4)"
3417a1,"(804/25, 20707/125)"
3417b1,"(11, 33)"
3417c1,"(455, 9681)"
3417d1,"(56, 100)"
3417e1,"(69/4, 197/8)"
3417f1,"(409, 100)"
3417g1,"(-266549/53361, 23800190/12326391)"
3417g2,"(3255/4, 182465/8)"
3417g3,"(-23, 32)"
